epoch,step,train/acc_epoch,train/acc_step,train/grad_norm,train/loss_epoch,train/loss_step,train/lr,val/acc,val/loss
0,0,,,,,,,0.0,3.1308746337890625
0,0,0.03246753290295601,,,3.0406463146209717,,,,
1,1,,,,,,,0.0,3.1535580158233643
1,1,0.03246753290295601,,,3.0406463146209717,,,,
2,2,,,,,,,0.0,3.1977267265319824
2,2,0.04545454680919647,,,3.01259708404541,,,,
3,3,,,,,,,0.0,3.258596897125244
3,3,0.09090909361839294,,,2.9633617401123047,,,,
4,4,,,,,,,0.0,3.327516555786133
4,4,0.11038961261510849,,,2.909297466278076,,,,
5,5,,,,,,,0.0,3.3973190784454346
5,5,0.12987013161182404,,,2.8644704818725586,,,,
6,6,,,,,,,0.0,3.467235565185547
6,6,0.12987013161182404,,,2.8282833099365234,,,,
7,7,,,,,,,0.0,3.5387086868286133
7,7,0.12987013161182404,,,2.7975094318389893,,,,
8,8,,,,,,,0.0,3.613107442855835
8,8,0.13636364042758942,,,2.771697521209717,,,,
9,9,,0.13636364042758942,0.5272796154022217,,2.750701665878296,0.0002699999895412475,,
9,9,,,,,,,0.0,3.690242052078247
9,9,0.13636364042758942,,,2.750701665878296,,,,
10,10,,,,,,,0.0,3.7674505710601807
10,10,0.1428571492433548,,,2.7331416606903076,,,,
11,11,,,,,,,0.0,3.833009958267212
11,11,0.15584415197372437,,,2.7169864177703857,,,,
12,12,,,,,,,0.0,3.8840208053588867
12,12,0.1753246784210205,,,2.7017335891723633,,,,
13,13,,,,,,,0.0,3.918456792831421
13,13,0.1818181872367859,,,2.686129093170166,,,,
14,14,,,,,,,0.0,3.935622215270996
14,14,0.18831168115139008,,,2.6698319911956787,,,,
15,15,,,,,,,0.0,3.9362540245056152
15,15,0.1818181872367859,,,2.6526341438293457,,,,
16,16,,,,,,,0.0,3.9218554496765137
16,16,0.1818181872367859,,,2.634584903717041,,,,
17,17,,,,,,,0.0,3.8979337215423584
17,17,0.20779220759868622,,,2.616288900375366,,,,
18,18,,,,,,,0.0,3.8793675899505615
18,18,0.2142857164144516,,,2.598539113998413,,,,
19,19,,0.2142857164144516,0.3941154479980469,,2.5813629627227783,0.00029265848570503294,,
19,19,,,,,,,0.0,3.8816981315612793
19,19,0.2142857164144516,,,2.5813629627227783,,,,
20,20,,,,,,,0.0,3.902440309524536
20,20,0.19480518996715546,,,2.5643887519836426,,,,
21,21,,,,,,,0.0,3.927673816680908
21,21,0.20779220759868622,,,2.5476057529449463,,,,
22,22,,,,,,,0.0,3.954296350479126
22,22,0.2142857164144516,,,2.5310118198394775,,,,
23,23,,,,,,,0.0,3.9834110736846924
23,23,0.2142857164144516,,,2.5150153636932373,,,,
24,24,,,,,,,0.0,4.009731292724609
24,24,0.23376622796058655,,,2.4997146129608154,,,,
25,25,,,,,,,0.0,4.029045581817627
25,25,0.2142857164144516,,,2.4843857288360596,,,,
26,26,,,,,,,0.0,4.047933578491211
26,26,0.22077922523021698,,,2.4686481952667236,,,,
27,27,,,,,,,0.0,4.062307357788086
27,27,0.24025973677635193,,,2.4528517723083496,,,,
28,28,,,,,,,0.0,4.06597375869751
28,28,0.27272728085517883,,,2.437350273132324,,,,
29,29,,0.2532467544078827,0.3452863097190857,,2.4218647480010986,0.000268201605649665,,
29,29,,,,,,,0.0,4.071260452270508
29,29,0.2532467544078827,,,2.4218647480010986,,,,
30,30,,,,,,,0.0,4.069098949432373
30,30,0.2532467544078827,,,2.406430721282959,,,,
31,31,,,,,,,0.0,4.092716217041016
31,31,0.26623377203941345,,,2.390770435333252,,,,
32,32,,,,,,,0.0,4.037322044372559
32,32,0.24025973677635193,,,2.3758161067962646,,,,
33,33,,,,,,,0.0,4.146384239196777
33,33,0.25974026322364807,,,2.366739273071289,,,,
34,34,,,,,,,0.0,4.083113670349121
34,34,0.2467532455921173,,,2.3579061031341553,,,,
35,35,,,,,,,0.0,4.050405502319336
35,35,0.2792207896709442,,,2.3296401500701904,,,,
36,36,,,,,,,0.0,4.109311580657959
36,36,0.2792207896709442,,,2.321861743927002,,,,
