epoch,step,train/acc_epoch,train/acc_step,train/grad_norm,train/loss_epoch,train/loss_step,train/lr,val/acc,val/loss
0,0,,,,,,,0.0,3.0764942169189453
0,0,0.11038961261510849,,,3.06626558303833,,,,
1,1,,,,,,,0.0,3.0922584533691406
1,1,0.11038961261510849,,,3.06626558303833,,,,
2,2,,,,,,,0.0,3.1244773864746094
2,2,0.10389610379934311,,,3.04313325881958,,,,
3,3,,,,,,,0.0,3.172978162765503
3,3,0.10389610379934311,,,3.0016942024230957,,,,
4,4,,,,,,,0.0,3.2354259490966797
4,4,0.11038961261510849,,,2.952591896057129,,,,
5,5,,,,,,,0.0,3.3075385093688965
5,5,0.1428571492433548,,,2.9073519706726074,,,,
6,6,,,,,,,0.0,3.3851208686828613
6,6,0.12337662279605865,,,2.8704187870025635,,,,
7,7,,,,,,,0.0,3.464785575866699
7,7,0.12337662279605865,,,2.8401365280151367,,,,
8,8,,,,,,,0.0,3.5436229705810547
8,8,0.12337662279605865,,,2.8141815662384033,,,,
9,9,,0.12337662279605865,0.6341531276702881,,2.79142165184021,0.0002699999895412475,,
9,9,,,,,,,0.0,3.618279218673706
9,9,0.12337662279605865,,,2.79142165184021,,,,
10,10,,,,,,,0.0,3.6843910217285156
10,10,0.12987013161182404,,,2.771061420440674,,,,
11,11,,,,,,,0.0,3.733063220977783
11,11,0.1428571492433548,,,2.7518441677093506,,,,
12,12,,,,,,,0.0,3.7650084495544434
12,12,0.15584415197372437,,,2.734086751937866,,,,
13,13,,,,,,,0.0,3.7822508811950684
13,13,0.14935064315795898,,,2.717071771621704,,,,
14,14,,,,,,,0.0,3.789318561553955
14,14,0.16233766078948975,,,2.7009153366088867,,,,
15,15,,,,,,,0.03125,3.7943615913391113
15,15,0.1818181872367859,,,2.6855368614196777,,,,
16,16,,,,,,,0.03125,3.8060524463653564
16,16,0.16233766078948975,,,2.6703174114227295,,,,
17,17,,,,,,,0.03125,3.8265719413757324
17,17,0.18831168115139008,,,2.654726982116699,,,,
18,18,,,,,,,0.03125,3.851976156234741
18,18,0.19480518996715546,,,2.63905930519104,,,,
19,19,,0.20129869878292084,0.40453851222991943,,2.6238560676574707,0.00029265848570503294,,
19,19,,,,,,,0.03125,3.8775389194488525
19,19,0.20129869878292084,,,2.6238560676574707,,,,
20,20,,,,,,,0.03125,3.9009861946105957
20,20,0.20779220759868622,,,2.609058380126953,,,,
21,21,,,,,,,0.0625,3.9217634201049805
21,21,0.2142857164144516,,,2.594426393508911,,,,
22,22,,,,,,,0.0625,3.9400057792663574
22,22,0.19480518996715546,,,2.579871654510498,,,,
23,23,,,,,,,0.03125,3.9561033248901367
23,23,0.20129869878292084,,,2.5654897689819336,,,,
24,24,,,,,,,0.03125,3.9703803062438965
24,24,0.20779220759868622,,,2.5513510704040527,,,,
25,25,,,,,,,0.03125,3.9837584495544434
25,25,0.20779220759868622,,,2.5374913215637207,,,,
26,26,,,,,,,0.03125,3.9972939491271973
26,26,0.20779220759868622,,,2.5237302780151367,,,,
27,27,,,,,,,0.03125,4.011995792388916
27,27,0.22077922523021698,,,2.509945869445801,,,,
28,28,,,,,,,0.03125,4.027052879333496
28,28,0.22727273404598236,,,2.4963839054107666,,,,
29,29,,0.20779220759868622,0.33974385261535645,,2.483133316040039,0.000268201605649665,,
29,29,,,,,,,0.03125,4.037952899932861
29,29,0.20779220759868622,,,2.483133316040039,,,,
30,30,,,,,,,0.0,4.039579391479492
30,30,0.22077922523021698,,,2.469757556915283,,,,
31,31,,,,,,,0.0,4.031377792358398
31,31,0.22727273404598236,,,2.4562230110168457,,,,
32,32,,,,,,,0.0,4.015787124633789
32,32,0.22727273404598236,,,2.442613124847412,,,,
33,33,,,,,,,0.0,3.997063636779785
33,33,0.24025973677635193,,,2.4285948276519775,,,,
34,34,,,,,,,0.0,3.9831814765930176
34,34,0.2467532455921173,,,2.4142661094665527,,,,
35,35,,,,,,,0.0,3.978618621826172
35,35,0.2467532455921173,,,2.3995249271392822,,,,
36,36,,,,,,,0.0,3.97108793258667
36,36,0.24025973677635193,,,2.384472370147705,,,,
37,37,,,,,,,0.0,3.9484896659851074
37,37,0.27272728085517883,,,2.369380474090576,,,,
38,38,,,,,,,0.0,3.936671733856201
38,38,0.26623377203941345,,,2.354968309402466,,,,
39,39,,0.2857142984867096,1.0673314332962036,,2.344102621078491,0.00022948789410293102,,
39,39,,,,,,,0.03125,3.9440455436706543
39,39,0.2857142984867096,,,2.344102621078491,,,,
40,40,,,,,,,0.03125,3.9463412761688232
40,40,0.25974026322364807,,,2.3309974670410156,,,,
41,41,,,,,,,0.0,3.93107533454895
41,41,0.29870128631591797,,,2.310972213745117,,,,
42,42,,,,,,,0.03125,3.904665470123291
42,42,0.30519479513168335,,,2.2973134517669678,,,,
43,43,,,,,,,0.0,3.9055404663085938
43,43,0.30519479513168335,,,2.280949831008911,,,,
44,44,,,,,,,0.0,3.9131109714508057
44,44,0.30519479513168335,,,2.26361083984375,,,,
45,45,,,,,,,0.0,3.8763229846954346
45,45,0.3246753215789795,,,2.2515499591827393,,,,
46,46,,,,,,,0.0,3.8748860359191895
46,46,0.30519479513168335,,,2.239423990249634,,,,
47,47,,,,,,,0.0,3.881580352783203
47,47,0.29870128631591797,,,2.2266111373901367,,,,
48,48,,,,,,,0.0,3.8649134635925293
48,48,0.3181818127632141,,,2.2013978958129883,,,,
49,49,,0.3246753215789795,1.3612377643585205,,2.188354015350342,0.00018118675507139415,,
49,49,,,,,,,0.0,3.846438407897949
49,49,0.3246753215789795,,,2.188354015350342,,,,
50,50,,,,,,,0.0,3.8395681381225586
50,50,0.33766233921051025,,,2.171788215637207,,,,
51,51,,,,,,,0.0,3.8473713397979736
51,51,0.33766233921051025,,,2.1545298099517822,,,,
52,52,,,,,,,0.0,3.860508441925049
52,52,0.350649356842041,,,2.1379003524780273,,,,
53,53,,,,,,,0.0,3.787874937057495
53,53,0.33766233921051025,,,2.1301164627075195,,,,
54,54,,,,,,,0.0,3.825929880142212
54,54,0.3311688303947449,,,2.134603500366211,,,,
55,55,,,,,,,0.0,3.8645129203796387
55,55,0.3311688303947449,,,2.1078953742980957,,,,
56,56,,,,,,,0.0,3.8475558757781982
56,56,0.3571428656578064,,,2.080049514770508,,,,
57,57,,,,,,,0.0,3.8340063095092773
57,57,0.3636363744735718,,,2.079071044921875,,,,
58,58,,,,,,,0.0,3.8324925899505615
58,58,0.38311687111854553,,,2.049506187438965,,,,
59,59,,0.3571428656578064,3.4651126861572266,,2.0445077419281006,0.0001291240332648158,,
59,59,,,,,,,0.0,3.8301501274108887
59,59,0.3571428656578064,,,2.0445077419281006,,,,
60,60,,,,,,,0.0,3.832695960998535
60,60,0.3636363744735718,,,2.0258023738861084,,,,
61,61,,,,,,,0.0,3.833806276321411
61,61,0.37012988328933716,,,2.0079782009124756,,,,
62,62,,,,,,,0.0,3.818338394165039
62,62,0.37012988328933716,,,1.9965230226516724,,,,
63,63,,,,,,,0.0,3.812098503112793
63,63,0.4025973975658417,,,1.9735926389694214,,,,
64,64,,,,,,,0.0,3.814075231552124
64,64,0.37662336230278015,,,1.9627209901809692,,,,
65,65,,,,,,,0.0,3.798219680786133
65,65,0.3896103799343109,,,1.9451096057891846,,,,
66,66,,,,,,,0.0,3.7927892208099365
66,66,0.40909090638160706,,,1.9276329278945923,,,,
67,67,,,,,,,0.0,3.812943458557129
67,67,0.41558441519737244,,,1.9145950078964233,,,,
68,68,,,,,,,0.0,3.801424503326416
68,68,0.4220779240131378,,,1.8984906673431396,,,,
69,69,,0.44805195927619934,2.0644612312316895,,1.8796002864837646,7.957926572998986e-05,,
69,69,,,,,,,0.0,3.7881345748901367
69,69,0.44805195927619934,,,1.8796002864837646,,,,
70,70,,,,,,,0.0,3.7978177070617676
70,70,0.4675324559211731,,,1.8674875497817993,,,,
71,71,,,,,,,0.0,3.7961316108703613
71,71,0.4610389471054077,,,1.8509628772735596,,,,
72,72,,,,,,,0.0,3.7954306602478027
72,72,0.44805195927619934,,,1.8364394903182983,,,,
73,73,,,,,,,0.0,3.7951974868774414
73,73,0.4740259647369385,,,1.8209290504455566,,,,
74,74,,,,,,,0.0,3.7902231216430664
74,74,0.48701298236846924,,,1.8075593709945679,,,,
75,75,,,,,,,0.0,3.7915852069854736
75,75,0.48051947355270386,,,1.7931745052337646,,,,
76,76,,,,,,,0.0,3.790358066558838
76,76,0.48051947355270386,,,1.7809900045394897,,,,
77,77,,,,,,,0.0,3.792710065841675
77,77,0.5,,,1.7685540914535522,,,,
78,78,,,,,,,0.0,3.796565055847168
78,78,0.5,,,1.756239414215088,,,,
79,79,,0.5129870176315308,1.9513325691223145,,1.7438865900039673,3.85282764909789e-05,,
79,79,,,,,,,0.0,3.8040695190429688
79,79,0.5129870176315308,,,1.7438865900039673,,,,
80,80,,,,,,,0.0,3.79994535446167
80,80,0.48701298236846924,,,1.7337936162948608,,,,
81,81,,,,,,,0.0,3.793539047241211
81,81,0.5064935088157654,,,1.7224540710449219,,,,
82,82,,,,,,,0.0,3.7973971366882324
82,82,0.5064935088157654,,,1.7140092849731445,,,,
83,83,,,,,,,0.0,3.800483226776123
83,83,0.5194805264472961,,,1.7049189805984497,,,,
84,84,,,,,,,0.0,3.8004443645477295
84,84,0.5129870176315308,,,1.6961783170700073,,,,
85,85,,,,,,,0.0,3.801300048828125
85,85,0.5129870176315308,,,1.6894828081130981,,,,
86,86,,,,,,,0.0,3.801799774169922
86,86,0.5129870176315308,,,1.6824320554733276,,,,
87,87,,,,,,,0.0,3.801661968231201
87,87,0.5194805264472961,,,1.6766234636306763,,,,
88,88,,,,,,,0.0,3.8023343086242676
88,88,0.5129870176315308,,,1.6710482835769653,,,,
89,89,,0.5129870176315308,1.2589548826217651,,1.6666022539138794,1.092242200684268e-05,,
89,89,,,,,,,0.0,3.8035926818847656
89,89,0.5129870176315308,,,1.6666022539138794,,,,
90,90,,,,,,,0.0,3.804155111312866
90,90,0.5129870176315308,,,1.6627346277236938,,,,
91,91,,,,,,,0.0,3.803896188735962
91,91,0.5129870176315308,,,1.6593180894851685,,,,
92,92,,,,,,,0.0,3.8034329414367676
92,92,0.5129870176315308,,,1.6564375162124634,,,,
93,93,,,,,,,0.0,3.8032734394073486
93,93,0.5129870176315308,,,1.6542308330535889,,,,
94,94,,,,,,,0.0,3.8033576011657715
94,94,0.5194805264472961,,,1.6525503396987915,,,,
95,95,,,,,,,0.0,3.80367374420166
95,95,0.5259740352630615,,,1.6513139009475708,,,,
96,96,,,,,,,0.0,3.8039259910583496
96,96,0.5194805264472961,,,1.6503958702087402,,,,
97,97,,,,,,,0.0,3.804176092147827
97,97,0.5194805264472961,,,1.6497712135314941,,,,
98,98,,,,,,,0.0,3.8042495250701904
98,98,0.5194805264472961,,,1.6494628190994263,,,,
99,99,,0.5194805264472961,0.8551931977272034,,1.6492913961410522,9.13759450327234e-08,,
99,99,,,,,,,0.0,3.804279327392578
99,99,0.5194805264472961,,,1.6492913961410522,,,,
