epoch,step,train/acc_epoch,train/acc_step,train/grad_norm,train/loss_epoch,train/loss_step,train/lr,val/acc,val/loss
0,0,,,,,,,0.0,3.0874722003936768
0,0,0.051948051899671555,,,3.055973768234253,,,,
1,1,,,,,,,0.0,3.0902860164642334
1,1,0.051948051899671555,,,3.055973768234253,,,,
2,2,,,,,,,0.0,3.0959062576293945
2,2,0.05844155699014664,,,3.049224376678467,,,,
3,3,,,,,,,0.0,3.1045145988464355
3,3,0.0714285746216774,,,3.0359315872192383,,,,
4,4,,,,,,,0.0,3.1160683631896973
4,4,0.09740259498357773,,,3.016594409942627,,,,
5,5,,,,,,,0.0,3.1308603286743164
5,5,0.12987013161182404,,,2.9921977519989014,,,,
6,6,,,,,,,0.0,3.1492557525634766
6,6,0.11688311398029327,,,2.9642159938812256,,,,
7,7,,,,,,,0.0,3.172023296356201
7,7,0.10389610379934311,,,2.9346351623535156,,,,
8,8,,,,,,,0.0,3.2001194953918457
8,8,0.11038961261510849,,,2.9055428504943848,,,,
9,9,,0.11038961261510849,1.0757200717926025,,2.878363609313965,9.000000136438757e-05,,
9,9,,,,,,,0.0,3.233581066131592
9,9,0.11038961261510849,,,2.878363609313965,,,,
10,10,,,,,,,0.0,3.2713308334350586
10,10,0.11038961261510849,,,2.853074789047241,,,,
11,11,,,,,,,0.0,3.3115410804748535
11,11,0.11688311398029327,,,2.8292300701141357,,,,
12,12,,,,,,,0.0,3.3522391319274902
12,12,0.13636364042758942,,,2.8067774772644043,,,,
13,13,,,,,,,0.0,3.3919477462768555
13,13,0.13636364042758942,,,2.7858755588531494,,,,
14,14,,,,,,,0.0,3.430138349533081
14,14,0.1428571492433548,,,2.7662813663482666,,,,
15,15,,,,,,,0.0,3.4668948650360107
15,15,0.1428571492433548,,,2.7474241256713867,,,,
16,16,,,,,,,0.0,3.502549648284912
16,16,0.15584415197372437,,,2.7291171550750732,,,,
17,17,,,,,,,0.0,3.536679983139038
17,17,0.15584415197372437,,,2.711672782897949,,,,
18,18,,,,,,,0.0,3.56784725189209
18,18,0.15584415197372437,,,2.695236921310425,,,,
19,19,,0.15584415197372437,0.565740168094635,,2.679199695587158,0.0001900000061141327,,
19,19,,,,,,,0.0,3.594480514526367
19,19,0.15584415197372437,,,2.679199695587158,,,,
20,20,,,,,,,0.0,3.6162726879119873
20,20,0.16883116960525513,,,2.6630098819732666,,,,
21,21,,,,,,,0.0,3.6343283653259277
21,21,0.16233766078948975,,,2.647024393081665,,,,
22,22,,,,,,,0.0,3.6505284309387207
22,22,0.1753246784210205,,,2.6315958499908447,,,,
23,23,,,,,,,0.0,3.6667375564575195
23,23,0.1818181872367859,,,2.616183280944824,,,,
24,24,,,,,,,0.0,3.6842591762542725
24,24,0.16233766078948975,,,2.6007080078125,,,,
25,25,,,,,,,0.0,3.703136444091797
25,25,0.15584415197372437,,,2.585555076599121,,,,
26,26,,,,,,,0.0,3.7229833602905273
26,26,0.16233766078948975,,,2.569864273071289,,,,
27,27,,,,,,,0.0,3.744878053665161
27,27,0.19480518996715546,,,2.553938150405884,,,,
28,28,,,,,,,0.0,3.7692012786865234
28,28,0.22077922523021698,,,2.5380825996398926,,,,
29,29,,0.22077922523021698,0.3736487030982971,,2.520923376083374,0.0002899999963119626,,
29,29,,,,,,,0.0,3.7907638549804688
29,29,0.22077922523021698,,,2.520923376083374,,,,
30,30,,,,,,,0.03125,3.801063299179077
30,30,0.22077922523021698,,,2.50315523147583,,,,
31,31,,,,,,,0.03125,3.7995378971099854
31,31,0.20779220759868622,,,2.4846315383911133,,,,
32,32,,,,,,,0.03125,3.802794933319092
32,32,0.24025973677635193,,,2.466168165206909,,,,
33,33,,,,,,,0.03125,3.8149280548095703
33,33,0.23376622796058655,,,2.447458267211914,,,,
34,34,,,,,,,0.03125,3.8191051483154297
34,34,0.24025973677635193,,,2.4284839630126953,,,,
35,35,,,,,,,0.03125,3.823031425476074
35,35,0.2532467544078827,,,2.4087750911712646,,,,
36,36,,,,,,,0.03125,3.807941436767578
36,36,0.2532467544078827,,,2.388279438018799,,,,
37,37,,,,,,,0.0,3.807373523712158
37,37,0.2467532455921173,,,2.3667142391204834,,,,
38,38,,,,,,,0.0,3.762800693511963
38,38,0.27272728085517883,,,2.3469693660736084,,,,
39,39,,0.2467532455921173,2.161795139312744,,2.3575663566589355,0.00029917829670011997,,
39,39,,,,,,,0.0,3.8161144256591797
39,39,0.2467532455921173,,,2.3575663566589355,,,,
40,40,,,,,,,0.0,3.8292384147644043
40,40,0.31168830394744873,,,2.322747230529785,,,,
41,41,,,,,,,0.0,3.8023765087127686
41,41,0.2922077775001526,,,2.2805557250976562,,,,
42,42,,,,,,,0.0,3.8325023651123047
42,42,0.25974026322364807,,,2.279477119445801,,,,
43,43,,,,,,,0.0,3.8686678409576416
43,43,0.2922077775001526,,,2.229417324066162,,,,
44,44,,,,,,,0.0,3.818640947341919
44,44,0.30519479513168335,,,2.2240309715270996,,,,
45,45,,,,,,,0.0,3.762856960296631
45,45,0.33766233921051025,,,2.1704204082489014,,,,
46,46,,,,,,,0.0,3.789503335952759
46,46,0.2857142984867096,,,2.162565231323242,,,,
47,47,,,,,,,0.0,3.7734005451202393
47,47,0.34415584802627563,,,2.1073122024536133,,,,
48,48,,,,,,,0.0,3.700420379638672
48,48,0.3636363744735718,,,2.085979461669922,,,,
49,49,,0.3571428656578064,2.077984094619751,,2.0466725826263428,0.00029634934617206454,,
49,49,,,,,,,0.0,3.726431131362915
